Instance;cuPDLP; a-indep,
pb-fit2d;600,0037841796875;600,0037841796875
pb-grow22;323,2060458660126;323,2060458660126
physiciansched3-3;600,0043621063232;600,0043621063232
physiciansched3-4;600,0000760555267;600,0000760555267
physiciansched5-3;600,0043609142303;600,0043609142303
physiciansched6-1;600,0016751289368;600,0016751289368
physiciansched6-2;600,0004959106445;600,0004959106445
piperout-d20;600,0050961971283;600,0050961971283
piperout-d27;357,00530219078064;357,00530219078064
proteindesign121hz512p9;600,005213022232;600,005213022232
proteindesign121pgb11p9;600,0051438808441;600,0051438808441
proteindesign122trx11p8;600,0035090446472;600,0035090446472
radiationm40-10-02;600,0037379264832;600,0037379264832
rail01;600,0036020278931;600,0036020278931
rail02;600,0000040531158;600,0000040531158
rail507;178,83507990837097;178,83507990837097
rd-rplusc-21;529,8370909690857;529,8370909690857
reblock420;27,814985036849976;27,814985036849976
rmatr200-p10;37,91884207725525;37,91884207725525
rmatr200-p5;115,37392807006836;115,37392807006836
rmine11;600,0047159194946;600,0047159194946
rmine13;276,70916390419006;276,70916390419006
rmine15;292,6782867908478;292,6782867908478
rmine21;600,0032210350037;600,0032210350037
rmine25;600,0734159946442;600,0734159946442
rocII-10-11;89,64258909225464;89,64258909225464
rocII-5-11;79,43507599830627;79,43507599830627
rocII-8-11;49,236809968948364;49,236809968948364
roi2alpha3n4;166,5940568447113;166,5940568447113
roi5alpha10n8;24,327174186706543;24,327174186706543
rvb-sub;81,71543407440186;81,71543407440186
rwth-timetable;600,0034010410309;600,0034010410309
s100;554,4812550544739;554,4812550544739
s250r10;574,3531150817871;574,3531150817871
s55;519,0326609611511;519,0326609611511
satellites2-25;169,62386202812195;169,62386202812195
satellites2-40;130,695729970932;130,695729970932
satellites2-60-fs;258,3812520503998;258,3812520503998
satellites3-25;132,2965738773346;132,2965738773346
satellites4-25;191,92120695114136;191,92120695114136
savsched1;3,4248478412628174;3,4248478412628174
scpj4scip;137,62180399894714;137,62180399894714
scpk4;27,8664870262146;27,8664870262146
scpl4;169,79795098304749;169,79795098304749
scpm1;89,21272993087769;89,21272993087769
scpn2;82,42668390274048;82,42668390274048
sct1;600,0006968975067;600,0006968975067
sct32;600,0064899921417;600,0064899921417
sct5;197,95633697509766;197,95633697509766
seqsolve1;25,525493144989014;25,525493144989014
seqsolve2short4288;5,305052995681763;5,305052995681763
seqsolve3short4288excess384;121,99550890922546;121,99550890922546
shipsched;38,226590156555176;38,226590156555176
shs1014;600,002167224884;600,002167224884
shs1023;600,0017371177673;600,0017371177673
shs1042;600,0001881122589;600,0001881122589
sing11;600,0044329166412;600,0044329166412
sing17;600,0038430690765;600,0038430690765
sing326;600,0060322284698;600,0060322284698
sing44;600,0019791126251;600,0019791126251
sing5;600,0005118846893;600,0005118846893
snip10x10-35r1budget17;11,275972127914429;11,275972127914429
snp-02-004-104;600,0005748271942;600,0005748271942
sorrell3;0,1886439323425293;0,1886439323425293
sorrell4;0,1237640380859375;0,1237640380859375
sorrell7;0,19486689567565918;0,19486689567565918
sp97ar;440,59616708755493;440,59616708755493
sp97ic;237,73955011367798;237,73955011367798
sp98ar;600,0036489963531;600,0036489963531
sp98ic;599,6416659355164;599,6416659355164
splice1k1;51,07011580467224;51,07011580467224
square23;419,83690905570984;419,83690905570984
square31;498,71152901649475;498,71152901649475
square37;600,0052230358124;600,0052230358124
square41;600,0056159496307;600,0056159496307
square47;600,0045740604401;600,0045740604401
stockholm;554,3916220664978;554,3916220664978
stp3d;600,0037651062012;600,0037651062012
supportcase10;207,0856490135193;207,0856490135193
supportcase12;108,315269947052;108,315269947052
supportcase19;600,0019199848175;600,0019199848175
supportcase2;2,6702308654785156;2,6702308654785156
supportcase23;14,884612083435059;14,884612083435059
supportcase37;600,008208990097;600,008208990097
supportcase39;56,2004029750824;56,2004029750824
supportcase40;9,90726113319397;9,90726113319397
supportcase41;21,902240991592407;21,902240991592407
supportcase42;600,0019721984863;600,0019721984863
supportcase43;1,2701878547668457;1,2701878547668457
supportcase6;303,27791380882263;303,27791380882263
supportcase7;600,0039160251617;600,0039160251617
t11nonreg;600,0066030025482;600,0066030025482
t1717;374,5623710155487;374,5623710155487
t1722;125,43103504180908;125,43103504180908
tanglegram4;2,6596550941467285;2,6596550941467285
tbfp-network;43,75976085662842;43,75976085662842
thor50dday;41,436996936798096;41,436996936798096
tpl-tub-ss16;218,42968606948853;218,42968606948853
tpl-tub-ws1617;600,2055571079254;600,2055571079254
triptim1;600,0065529346466;600,0065529346466
triptim2;600,0054879188538;600,0054879188538
triptim4;600,0014820098877;600,0014820098877
triptim7;600,0040471553802;600,0040471553802
triptim8;600,0035228729248;600,0035228729248
uccase10;305,0693709850311;305,0693709850311
uccase12;458,18262481689453;458,18262481689453
uccase7;169,02877187728882;169,02877187728882
uccase8;85,61277890205383;85,61277890205383
uccase9;219,26387310028076;219,26387310028076
unitcal_7;600,001226902008;600,001226902008
usafa;52,17292284965515;52,17292284965515
v150d30-2hopcds;10,674376010894775;10,674376010894775
van;254,2105689048767;254,2105689048767
var-smallemery-m6j6;600,0033419132233;600,0033419132233
vpphard;8,608405828475952;8,608405828475952
vpphard2;12,990472078323364;12,990472078323364
wnq-n100-mw99-14;62,63916802406311;62,63916802406311
woodlands09;14,14357614517212;14,14357614517212
z26;7,599366188049316;7,599366188049316
zeil;600,000813961029;600,000813961029
