Instance;cuPDLP; a-indep,
neos-4292145-piako;117,66661596298218;117,66661596298218
neos-4295773-pissa;8,846368074417114;8,846368074417114
neos-4300652-rahue;4,807459831237793;4,807459831237793
neos-4306827-ravan;316,5271270275116;316,5271270275116
neos-4321076-ruwer;42,27869009971619;42,27869009971619
neos-4322846-ryton;5,353844165802002;5,353844165802002
neos-4332801-seret;600,171816110611;600,171816110611
neos-4332810-sesia;600,0662059783936;600,0662059783936
neos-4355351-swalm;6,787049055099487;6,787049055099487
neos-4359986-taipa;7,180143117904663;7,180143117904663
neos-4360552-sangro;3,1136109828948975;3,1136109828948975
neos-4391920-timok;600,0689690113068;600,0689690113068
neos-4408804-prosna;174,9591019153595;174,9591019153595
neos-4409277-trave;1,9785199165344238;1,9785199165344238
neos-4413714-turia;600,0052180290222;600,0052180290222
neos-4533806-waima;600,0040550231934;600,0040550231934
neos-4535459-waipa;600,00568318367;600,00568318367
neos-4545615-waita;600,0013201236725;600,0013201236725
neos-4555749-wards;541,720498085022;541,720498085022
neos-4562542-watut;475,6147539615631;475,6147539615631
neos-4647027-thurso;200,6873209476471;200,6873209476471
neos-4647030-tutaki;135,58990097045898;135,58990097045898
neos-4647032-veleka;179,7154619693756;179,7154619693756
neos-4722843-widden;600,0007019042969;600,0007019042969
neos-4724674-aorere;502,6243300437927;502,6243300437927
neos-4760493-puerua;600,0071420669556;600,0071420669556
neos-4763324-toguru;600,0024969577789;600,0024969577789
neos-4797081-pakoka;600,0048410892487;600,0048410892487
neos-4805882-barwon;600,0042450428009;600,0042450428009
neos-4954274-beardy;111,13466000556946;111,13466000556946
neos-4966258-blicks;50,718388080596924;50,718388080596924
neos-4972437-bojana;117,10475301742554;117,10475301742554
neos-4972461-bolong;164,90944004058838;164,90944004058838
neos-4976951-bunnoo;364,32720708847046;364,32720708847046
neos-498623;81,63166999816895;81,63166999816895
neos-5013590-toitoi;600,0069801807404;600,0069801807404
neos-5041822-cockle;600,0018861293793;600,0018861293793
neos-5049753-cuanza;2,9553229808807373;2,9553229808807373
neos-5052403-cygnet;308,29863381385803;308,29863381385803
neos-5076235-embley;12,317969799041748;12,317969799041748
neos-5079731-flyers;10,629382133483887;10,629382133483887
neos-5083528-gimone;1,1696739196777344;1,1696739196777344
neos-5093327-huahum;18,191941022872925;18,191941022872925
neos-5100895-inster;12,725976943969727;12,725976943969727
neos-5102383-irwell;14,057462215423584;14,057462215423584
neos-5104907-jarama;528,037868976593;528,037868976593
neos-5106984-jizera;6,6728808879852295;6,6728808879852295
neos-5108386-kalang;266,90518712997437;266,90518712997437
